,Record ID,Registration Status,Subject,Course,Campus,Final Grade,Mid Term Grade,Department,Major,Academic Period,Class,Course Code,Major College,Subject College,Mid Term Grade Number,Final Grade Number,MT Intervention Needed
46548,46548,Registered,FDM,11617,KC,B,B+,FDM,FD,202480,FR,FDM 11617,CotA,CotA,3.3,3.0,Passing MT Grade
46549,46549,Registered,FDM,11617,KC,A,A,FDM,FD,202480,FR,FDM 11617,CotA,CotA,4.0,4.0,Passing MT Grade
46550,46550,Registered,FDM,11617,KC,A,B+,FDM,FD,202480,FR,FDM 11617,CotA,CotA,3.3,4.0,Passing MT Grade
46551,46551,Registered,FDM,11617,KC,A,,FDM,FM,202480,SR,FDM 11617,CotA,CotA,,4.0,No MT Grade Entered
46552,46552,Registered,FDM,11617,KC,A-,A,FDM,FM,202480,SR,FDM 11617,CotA,CotA,4.0,3.7,Passing MT Grade
46553,46553,Registered,FDM,11617,KC,A-,B,FDM,FM,202480,JR,FDM 11617,CotA,CotA,3.0,3.7,Passing MT Grade
46554,46554,Registered,FDM,11617,KC,B,,FDM,FM,202480,JR,FDM 11617,CotA,CotA,,3.0,No MT Grade Entered
46555,46555,Registered,FDM,11617,KC,A-,,FDM,FM,202480,SO,FDM 11617,CotA,CotA,,3.7,No MT Grade Entered
46556,46556,Registered,FDM,11617,KC,SF,A-,FDM,FM,202480,JR,FDM 11617,CotA,CotA,3.7,0.0,Passing MT Grade
46557,46557,Registered,FDM,11617,KC,A,A,FDM,FD,202480,FR,FDM 11617,CotA,CotA,4.0,4.0,Passing MT Grade
46558,46558,Registered,FDM,11617,KC,A,A,FDM,FD,202480,FR,FDM 11617,CotA,CotA,4.0,4.0,Passing MT Grade
46559,46559,Stopped Attending - Failed,FDM,11617,KC,W,F,FDM,FD,202480,SO,FDM 11617,CotA,CotA,0.0,0.0,FR/SO Intervention Needed
46560,46560,Registered,FDM,11617,KC,B,B,FDM,FD,202480,SO,FDM 11617,CotA,CotA,3.0,3.0,Passing MT Grade
46561,46561,Registered,FDM,11617,KC,A-,A-,FDM,FD,202480,FR,FDM 11617,CotA,CotA,3.7,3.7,Passing MT Grade
46562,46562,Registered,FDM,11617,KC,A,A,FDM,FD,202480,SO,FDM 11617,CotA,CotA,4.0,4.0,Passing MT Grade
46564,46564,Registered,FDM,11617,KC,A,A,FDM,FD,202480,FR,FDM 11617,CotA,CotA,4.0,4.0,Passing MT Grade
46565,46565,Registered,FDM,11617,KC,A,,FDM,FD,202480,FR,FDM 11617,CotA,CotA,,4.0,No MT Grade Entered
46566,46566,Registered,FDM,11617,KC,A,,FDM,FD,202480,FR,FDM 11617,CotA,CotA,,4.0,No MT Grade Entered
46567,46567,Registered,FDM,11617,KC,A,A,FDM,FD,202480,JR,FDM 11617,CotA,CotA,4.0,4.0,Passing MT Grade
46568,46568,Registered,FDM,11617,KC,A,B+,FDM,FD,202480,FR,FDM 11617,CotA,CotA,3.3,4.0,Passing MT Grade
46569,46569,Registered,FDM,11617,KC,B+,B-,FDM,FM,202480,SO,FDM 11617,CotA,CotA,2.7,3.3,Passing MT Grade
46570,46570,Registered,FDM,11617,KC,A-,,FDM,FM,202480,FR,FDM 11617,CotA,CotA,,3.7,No MT Grade Entered
46571,46571,Registered,FDM,11617,KC,A,A,FDM,FD,202480,SO,FDM 11617,CotA,CotA,4.0,4.0,Passing MT Grade
46573,46573,Registered,FDM,11617,KC,B,B,FDM,FD,202480,JR,FDM 11617,CotA,CotA,3.0,3.0,Passing MT Grade
46574,46574,Registered,FDM,11617,KC,A-,A-,FDM,FD,202480,FR,FDM 11617,CotA,CotA,3.7,3.7,Passing MT Grade
46575,46575,Registered,FDM,11617,KC,A,A,FDM,FM,202480,FR,FDM 11617,CotA,CotA,4.0,4.0,Passing MT Grade
46576,46576,Registered,FDM,11617,KC,A,A-,FDM,FM,202480,SO,FDM 11617,CotA,CotA,3.7,4.0,Passing MT Grade
46577,46577,Registered,FDM,11617,KC,SF,F,FDM,FM,202480,JR,FDM 11617,CotA,CotA,0.0,0.0,JR/SR Intervention Needed
46578,46578,Registered,FDM,11617,KC,A-,A,FDM,FD,202480,FR,FDM 11617,CotA,CotA,4.0,3.7,Passing MT Grade
46579,46579,Stopped Attending - Failed,FDM,11617,KC,W,B-,FDM,FM,202480,SO,FDM 11617,CotA,CotA,2.7,0.0,Passing MT Grade
46580,46580,Registered,FDM,11617,KC,B-,C,FDM,FM,202480,SR,FDM 11617,CotA,CotA,2.0,2.7,Passing MT Grade
46581,46581,Registered,FDM,11617,KC,A,C+,FDM,FD,202480,FR,FDM 11617,CotA,CotA,2.3,4.0,Passing MT Grade
46582,46582,Registered,FDM,11617,KC,A,A,FDM,FD,202480,FR,FDM 11617,CotA,CotA,4.0,4.0,Passing MT Grade
46583,46583,Registered,FDM,11617,KC,B+,,FDM,FD,202480,FR,FDM 11617,CotA,CotA,,3.3,No MT Grade Entered
46584,46584,Registered,FDM,11617,KC,B+,,FDM,FD,202480,FR,FDM 11617,CotA,CotA,,3.3,No MT Grade Entered
46585,46585,Stopped Attending - Failed,FDM,11617,KC,W,W,FDM,FM,202480,SO,FDM 11617,CotA,CotA,0.0,0.0,Withdrew From Course
46586,46586,Registered,FDM,11617,KC,A,A,FDM,FD,202480,SO,FDM 11617,CotA,CotA,4.0,4.0,Passing MT Grade
46587,46587,Registered,FDM,11617,KC,C+,F,FDM,FD,202480,JR,FDM 11617,CotA,CotA,0.0,2.3,JR/SR Intervention Needed
46588,46588,Registered,FDM,11617,KC,B+,A-,FDM,FM,202480,FR,FDM 11617,CotA,CotA,3.7,3.3,Passing MT Grade
46589,46589,Registered,FDM,11617,KC,B,C+,FDM,FD,202480,JR,FDM 11617,CotA,CotA,2.3,3.0,Passing MT Grade
46590,46590,Stopped Attending - Failed,FDM,11617,KC,W,NF,FDM,FD,202480,SO,FDM 11617,CotA,CotA,0.0,0.0,Never Attended Course
46591,46591,Registered,FDM,11617,KC,A-,A-,FDM,FD,202480,SR,FDM 11617,CotA,CotA,3.7,3.7,Passing MT Grade
46592,46592,Registered,FDM,11617,KC,A,A,FDM,FD,202480,FR,FDM 11617,CotA,CotA,4.0,4.0,Passing MT Grade
46593,46593,Registered,FDM,11617,KC,A,B+,FDM,FD,202480,SO,FDM 11617,CotA,CotA,3.3,4.0,Passing MT Grade
46594,46594,Registered,FDM,11617,KC,A,A,FDM,FD,202480,FR,FDM 11617,CotA,CotA,4.0,4.0,Passing MT Grade
46595,46595,Stopped Attending - Failed,FDM,11617,KC,W,B,FDM,FD,202480,FR,FDM 11617,CotA,CotA,3.0,0.0,Passing MT Grade
46596,46596,Registered,FDM,11617,KC,A,A,FDM,FM,202480,JR,FDM 11617,CotA,CotA,4.0,4.0,Passing MT Grade
46597,46597,Registered,FDM,11617,KC,A,A,FDM,FD,202480,FR,FDM 11617,CotA,CotA,4.0,4.0,Passing MT Grade
46598,46598,Registered,FDM,11617,KC,A,A,FDM,FM,202480,JR,FDM 11617,CotA,CotA,4.0,4.0,Passing MT Grade
46599,46599,Registered,FDM,11617,KC,A,A,FDM,FM,202480,FR,FDM 11617,CotA,CotA,4.0,4.0,Passing MT Grade
46600,46600,Registered,FDM,11617,KC,B+,A,FDM,FM,202480,FR,FDM 11617,CotA,CotA,4.0,3.3,Passing MT Grade
46601,46601,Registered,FDM,11617,KC,C,C,FDM,FM,202480,SO,FDM 11617,CotA,CotA,2.0,2.0,FR/SO Intervention Needed
46602,46602,Registered,FDM,11617,KC,B-,,FDM,FD,202480,FR,FDM 11617,CotA,CotA,,2.7,No MT Grade Entered
46603,46603,Registered,FDM,11617,KC,B-,C+,FDM,FD,202480,FR,FDM 11617,CotA,CotA,2.3,2.7,Passing MT Grade
46604,46604,Registered,FDM,11617,KC,A-,A,FDM,FD,202480,FR,FDM 11617,CotA,CotA,4.0,3.7,Passing MT Grade
46605,46605,Registered,FDM,11617,KC,B,B+,FDM,FM,202480,JR,FDM 11617,CotA,CotA,3.3,3.0,Passing MT Grade
46606,46606,Registered,FDM,11617,KC,B+,B+,FDM,FD,202480,FR,FDM 11617,CotA,CotA,3.3,3.3,Passing MT Grade
46607,46607,Registered,FDM,11617,KC,A,A,FDM,FD,202480,FR,FDM 11617,CotA,CotA,4.0,4.0,Passing MT Grade
46608,46608,Registered,FDM,11617,KC,B,F,FDM,FD,202480,SO,FDM 11617,CotA,CotA,0.0,3.0,FR/SO Intervention Needed
46609,46609,Registered,FDM,11617,KC,B,,FDM,FD,202480,JR,FDM 11617,CotA,CotA,,3.0,No MT Grade Entered
46610,46610,Registered,FDM,11617,KC,C,D+,FDM,FD,202480,SO,FDM 11617,CotA,CotA,1.3,2.0,FR/SO Intervention Needed
46611,46611,Registered,FDM,11617,KC,A,A-,FDM,FD,202480,SO,FDM 11617,CotA,CotA,3.7,4.0,Passing MT Grade
46612,46612,Stopped Attending - Failed,FDM,11617,KC,W,W,FDM,FD,202480,FR,FDM 11617,CotA,CotA,0.0,0.0,Withdrew From Course
46613,46613,Registered,FDM,11617,KC,A,A-,FDM,FM,202480,FR,FDM 11617,CotA,CotA,3.7,4.0,Passing MT Grade
46615,46615,Registered,FDM,11617,KC,A,A,FDM,FD,202480,FR,FDM 11617,CotA,CotA,4.0,4.0,Passing MT Grade
46616,46616,Registered,FDM,11617,KC,B-,,FDM,FD,202480,SR,FDM 11617,CotA,CotA,,2.7,No MT Grade Entered
46617,46617,Registered,FDM,11617,KC,B,B,FDM,FD,202480,FR,FDM 11617,CotA,CotA,3.0,3.0,Passing MT Grade
46618,46618,Registered,FDM,11617,KC,A-,,FDM,FM,202480,JR,FDM 11617,CotA,CotA,,3.7,No MT Grade Entered
46619,46619,Registered,FDM,11617,KC,A,B,FDM,FM,202480,SO,FDM 11617,CotA,CotA,3.0,4.0,Passing MT Grade
46620,46620,Registered,FDM,11617,KC,A-,A,FDM,FD,202480,SO,FDM 11617,CotA,CotA,4.0,3.7,Passing MT Grade
46621,46621,Registered,FDM,11617,KC,A-,A-,FDM,FM,202480,SO,FDM 11617,CotA,CotA,3.7,3.7,Passing MT Grade
46622,46622,Stopped Attending - Failed,FDM,11617,KC,W,W,FDM,FM,202480,FR,FDM 11617,CotA,CotA,0.0,0.0,Withdrew From Course
46623,46623,Registered,FDM,11617,KC,A,A,FDM,FM,202480,FR,FDM 11617,CotA,CotA,4.0,4.0,Passing MT Grade
46624,46624,Registered,FDM,11617,KC,D,,FDM,FD,202480,SO,FDM 11617,CotA,CotA,,1.0,No MT Grade Entered
46625,46625,Registered,FDM,11617,KC,C-,D,FDM,FM,202480,FR,FDM 11617,CotA,CotA,1.0,1.7,FR/SO Intervention Needed
46626,46626,Registered,FDM,11617,KC,A,B,FDM,FM,202480,FR,FDM 11617,CotA,CotA,3.0,4.0,Passing MT Grade
46627,46627,Registered,FDM,11617,KC,A,A,FDM,FM,202480,SR,FDM 11617,CotA,CotA,4.0,4.0,Passing MT Grade
46628,46628,Registered,FDM,11617,KC,C+,B,FDM,FD,202480,FR,FDM 11617,CotA,CotA,3.0,2.3,Passing MT Grade
46629,46629,Registered,FDM,11617,KC,A,A,FDM,FM,202480,JR,FDM 11617,CotA,CotA,4.0,4.0,Passing MT Grade
46630,46630,Registered,FDM,11617,KC,B,C+,FDM,FM,202480,SR,FDM 11617,CotA,CotA,2.3,3.0,Passing MT Grade
46631,46631,Registered,FDM,11617,KC,B-,B-,FDM,FM,202480,FR,FDM 11617,CotA,CotA,2.7,2.7,Passing MT Grade
46632,46632,Registered,FDM,11617,KC,A,,FDM,FM,202480,SO,FDM 11617,CotA,CotA,,4.0,No MT Grade Entered
46633,46633,Registered,FDM,11617,KC,A,A,FDM,FD,202480,FR,FDM 11617,CotA,CotA,4.0,4.0,Passing MT Grade
46634,46634,Registered,FDM,11617,KC,A,A-,FDM,SART,202480,FR,FDM 11617,CotA,CotA,3.7,4.0,Passing MT Grade
46635,46635,Registered,FDM,11617,KC,A-,C+,FDM,FD,202480,FR,FDM 11617,CotA,CotA,2.3,3.7,Passing MT Grade
46636,46636,Registered,FDM,11617,KC,A,A,FDM,FD,202480,FR,FDM 11617,CotA,CotA,4.0,4.0,Passing MT Grade
46637,46637,Registered,FDM,11617,KC,B+,C+,FDM,FD,202480,FR,FDM 11617,CotA,CotA,2.3,3.3,Passing MT Grade
46638,46638,Admin Dropped,FDM,11617,KC,DR,DR,FDM,FD,202480,SO,FDM 11617,CotA,CotA,,,Dropped Course
46639,46639,Registered,FDM,11617,KC,A,A,FDM,FM,202480,JR,FDM 11617,CotA,CotA,4.0,4.0,Passing MT Grade
46640,46640,Registered,FDM,11617,KC,F,F,FDM,FM,202480,SR,FDM 11617,CotA,CotA,0.0,0.0,JR/SR Intervention Needed
46641,46641,Registered,FDM,11617,KC,A-,A-,FDM,FD,202480,FR,FDM 11617,CotA,CotA,3.7,3.7,Passing MT Grade
46642,46642,Registered,FDM,11617,KC,A-,B,FDM,FM,202480,SO,FDM 11617,CotA,CotA,3.0,3.7,Passing MT Grade
46643,46643,Registered,FDM,11617,KC,B-,C-,FDM,FM,202480,SO,FDM 11617,CotA,CotA,1.7,2.7,FR/SO Intervention Needed
46644,46644,Registered,FDM,11617,KC,A,A,FDM,FD,202480,FR,FDM 11617,CotA,CotA,4.0,4.0,Passing MT Grade
46646,46646,Registered,FDM,11617,KC,D+,,FDM,FD,202480,SO,FDM 11617,CotA,CotA,,1.3,No MT Grade Entered
46647,46647,Registered,FDM,11617,KC,A,A,FDM,FD,202480,FR,FDM 11617,CotA,CotA,4.0,4.0,Passing MT Grade
46648,46648,Registered,FDM,11617,KC,A,A-,FDM,FD,202480,FR,FDM 11617,CotA,CotA,3.7,4.0,Passing MT Grade
46649,46649,Registered,FDM,11617,KC,A-,,FDM,FD,202480,FR,FDM 11617,CotA,CotA,,3.7,No MT Grade Entered
46650,46650,Registered,FDM,11617,KC,B+,A,FDM,FM,202480,SR,FDM 11617,CotA,CotA,4.0,3.3,Passing MT Grade
46651,46651,Registered,FDM,11617,KC,C+,B+,FDM,FD,202480,FR,FDM 11617,CotA,CotA,3.3,2.3,Passing MT Grade
46652,46652,Registered,FDM,11617,KC,C+,B,FDM,FD,202480,FR,FDM 11617,CotA,CotA,3.0,2.3,Passing MT Grade
46653,46653,Registered,FDM,11617,KC,F,F,FDM,FM,202480,SO,FDM 11617,CotA,CotA,0.0,0.0,FR/SO Intervention Needed
46654,46654,Registered,FDM,11617,KC,A,A,FDM,FD,202480,FR,FDM 11617,CotA,CotA,4.0,4.0,Passing MT Grade
46655,46655,Registered,FDM,11617,KC,F,,FDM,FM,202480,FR,FDM 11617,CotA,CotA,,0.0,No MT Grade Entered
46656,46656,Stopped Attending - Failed,FDM,11617,KC,W,W,FDM,FD,202480,FR,FDM 11617,CotA,CotA,0.0,0.0,Withdrew From Course
46657,46657,Registered,FDM,11617,KC,A,A,FDM,FD,202480,FR,FDM 11617,CotA,CotA,4.0,4.0,Passing MT Grade
46658,46658,Registered,FDM,11617,KC,D,F,FDM,FD,202480,SO,FDM 11617,CotA,CotA,0.0,1.0,FR/SO Intervention Needed
46659,46659,Registered,FDM,11617,KC,C-,C-,FDM,FD,202480,FR,FDM 11617,CotA,CotA,1.7,1.7,FR/SO Intervention Needed
46660,46660,Registered,FDM,11617,KC,F,D+,FDM,FD,202480,FR,FDM 11617,CotA,CotA,1.3,0.0,FR/SO Intervention Needed
46661,46661,Registered,FDM,11617,KC,B,B-,FDM,FD,202480,FR,FDM 11617,CotA,CotA,2.7,3.0,Passing MT Grade
46662,46662,Registered,FDM,11617,KC,C,F,FDM,FM,202480,FR,FDM 11617,CotA,CotA,0.0,2.0,FR/SO Intervention Needed
46664,46664,Registered,FDM,11617,KC,A,A,FDM,FD,202480,JR,FDM 11617,CotA,CotA,4.0,4.0,Passing MT Grade
46665,46665,Registered,FDM,11617,KC,F,,FDM,FD,202480,FR,FDM 11617,CotA,CotA,,0.0,No MT Grade Entered
46667,46667,Registered,FDM,11617,KC,F,F,FDM,FM,202480,SO,FDM 11617,CotA,CotA,0.0,0.0,FR/SO Intervention Needed
46668,46668,Registered,FDM,11617,KC,A,A,FDM,FM,202480,FR,FDM 11617,CotA,CotA,4.0,4.0,Passing MT Grade
46669,46669,Registered,FDM,11617,KC,B+,D+,FDM,FD,202480,FR,FDM 11617,CotA,CotA,1.3,3.3,FR/SO Intervention Needed
46670,46670,Stopped Attending - Failed,FDM,11617,KC,W,W,FDM,FD,202480,FR,FDM 11617,CotA,CotA,0.0,0.0,Withdrew From Course
46671,46671,Registered,FDM,11617,KC,B,C,FDM,FD,202480,FR,FDM 11617,CotA,CotA,2.0,3.0,FR/SO Intervention Needed
46672,46672,Registered,FDM,11617,KC,A,,FDM,FD,202480,FR,FDM 11617,CotA,CotA,,4.0,No MT Grade Entered
46673,46673,Registered,FDM,11617,KC,A,A,FDM,FM,202480,SO,FDM 11617,CotA,CotA,4.0,4.0,Passing MT Grade
46675,46675,Registered,FDM,11617,KC,A,A,FDM,FM,202480,JR,FDM 11617,CotA,CotA,4.0,4.0,Passing MT Grade
46677,46677,Registered,FDM,11617,KC,A-,A-,FDM,FM,202480,FR,FDM 11617,CotA,CotA,3.7,3.7,Passing MT Grade
46678,46678,Registered,FDM,11617,KC,C,B-,FDM,FM,202480,FR,FDM 11617,CotA,CotA,2.7,2.0,Passing MT Grade
46679,46679,Registered,FDM,11617,KC,A,A,FDM,FD,202480,SR,FDM 11617,CotA,CotA,4.0,4.0,Passing MT Grade
46680,46680,Registered,FDM,11617,KC,B+,,FDM,FD,202480,FR,FDM 11617,CotA,CotA,,3.3,No MT Grade Entered
46681,46681,Registered,FDM,11617,KC,A,A,FDM,FM,202480,FR,FDM 11617,CotA,CotA,4.0,4.0,Passing MT Grade
46682,46682,Registered,FDM,11617,KC,B-,A-,FDM,FD,202480,SO,FDM 11617,CotA,CotA,3.7,2.7,Passing MT Grade
46683,46683,Registered,FDM,11617,KC,A,A-,FDM,FD,202480,FR,FDM 11617,CotA,CotA,3.7,4.0,Passing MT Grade
46684,46684,Registered,FDM,11617,KC,A,B+,FDM,FM,202480,FR,FDM 11617,CotA,CotA,3.3,4.0,Passing MT Grade
46685,46685,Registered,FDM,11617,KC,C,C,FDM,FM,202480,FR,FDM 11617,CotA,CotA,2.0,2.0,FR/SO Intervention Needed
46686,46686,Registered,FDM,11617,KC,B,A-,FDM,FD,202480,FR,FDM 11617,CotA,CotA,3.7,3.0,Passing MT Grade
46687,46687,Registered,FDM,11617,KC,B,A,FDM,FM,202480,FR,FDM 11617,CotA,CotA,4.0,3.0,Passing MT Grade
46688,46688,Registered,FDM,11617,KC,B,,FDM,FD,202480,FR,FDM 11617,CotA,CotA,,3.0,No MT Grade Entered
46689,46689,Registered,FDM,11617,KC,A,A,FDM,FM,202480,FR,FDM 11617,CotA,CotA,4.0,4.0,Passing MT Grade
46690,46690,Registered,FDM,11617,KC,B-,B,FDM,FM,202480,SO,FDM 11617,CotA,CotA,3.0,2.7,Passing MT Grade
46691,46691,Registered,FDM,11617,KC,A,A,FDM,FM,202480,FR,FDM 11617,CotA,CotA,4.0,4.0,Passing MT Grade
46692,46692,Registered,FDM,11617,KC,B+,B+,FDM,FD,202480,FR,FDM 11617,CotA,CotA,3.3,3.3,Passing MT Grade
46693,46693,Stopped Attending - Failed,FDM,11617,KC,W,W,FDM,FD,202480,FR,FDM 11617,CotA,CotA,0.0,0.0,Withdrew From Course
46694,46694,Registered,FDM,11617,KC,A-,A-,FDM,FD,202480,FR,FDM 11617,CotA,CotA,3.7,3.7,Passing MT Grade
46695,46695,Registered,FDM,11617,KC,B,B,FDM,FM,202480,FR,FDM 11617,CotA,CotA,3.0,3.0,Passing MT Grade
46696,46696,Registered,FDM,11617,KC,A-,B+,FDM,FM,202480,FR,FDM 11617,CotA,CotA,3.3,3.7,Passing MT Grade
46697,46697,Registered,FDM,11617,KC,A,B+,FDM,FD,202480,SO,FDM 11617,CotA,CotA,3.3,4.0,Passing MT Grade
46698,46698,Registered,FDM,11617,KC,C+,B,FDM,FM,202480,FR,FDM 11617,CotA,CotA,3.0,2.3,Passing MT Grade
46700,46700,Std Dropped,FDM,11617,KC,DR,DR,FDM,FM,202480,SO,FDM 11617,CotA,CotA,,,Dropped Course
46701,46701,Registered,FDM,11617,KC,A-,A,FDM,FD,202480,FR,FDM 11617,CotA,CotA,4.0,3.7,Passing MT Grade
46702,46702,Registered,FDM,11617,KC,B,A,FDM,FD,202480,SO,FDM 11617,CotA,CotA,4.0,3.0,Passing MT Grade
46703,46703,Registered,FDM,11617,KC,D,F,FDM,FD,202480,FR,FDM 11617,CotA,CotA,0.0,1.0,FR/SO Intervention Needed
46704,46704,Registered,FDM,11617,KC,A-,A,FDM,FD,202480,FR,FDM 11617,CotA,CotA,4.0,3.7,Passing MT Grade
46705,46705,Registered,FDM,11617,KC,B+,B,FDM,FM,202480,FR,FDM 11617,CotA,CotA,3.0,3.3,Passing MT Grade
46706,46706,Registered,FDM,11617,KC,C,D+,FDM,FD,202480,FR,FDM 11617,CotA,CotA,1.3,2.0,FR/SO Intervention Needed
46708,46708,Registered,FDM,11617,KC,C+,C,FDM,FM,202480,FR,FDM 11617,CotA,CotA,2.0,2.3,FR/SO Intervention Needed
46709,46709,Registered,FDM,11617,KC,F,D+,FDM,FM,202480,FR,FDM 11617,CotA,CotA,1.3,0.0,FR/SO Intervention Needed
46710,46710,Stopped Attending - Failed,FDM,11617,KC,W,W,FDM,FM,202480,FR,FDM 11617,CotA,CotA,0.0,0.0,Withdrew From Course
46712,46712,Registered,FDM,11617,KC,B+,B-,FDM,FM,202480,FR,FDM 11617,CotA,CotA,2.7,3.3,Passing MT Grade
46713,46713,Registered,FDM,11617,KC,A-,A-,FDM,FM,202480,FR,FDM 11617,CotA,CotA,3.7,3.7,Passing MT Grade
46714,46714,Registered,FDM,11617,KC,A,A,FDM,FM,202480,FR,FDM 11617,CotA,CotA,4.0,4.0,Passing MT Grade
46715,46715,Registered,FDM,11617,KC,A,A,FDM,FM,202480,FR,FDM 11617,CotA,CotA,4.0,4.0,Passing MT Grade
46716,46716,Registered,FDM,11617,KC,B,C-,FDM,FM,202480,FR,FDM 11617,CotA,CotA,1.7,3.0,FR/SO Intervention Needed
46717,46717,Registered,FDM,11617,KC,A,A,FDM,FD,202480,FR,FDM 11617,CotA,CotA,4.0,4.0,Passing MT Grade
46718,46718,Registered,FDM,11617,KC,B+,B+,FDM,FM,202480,FR,FDM 11617,CotA,CotA,3.3,3.3,Passing MT Grade
46719,46719,Stopped Attending - Failed,FDM,11617,KC,W,W,FDM,FD,202480,JR,FDM 11617,CotA,CotA,0.0,0.0,Withdrew From Course
46720,46720,Registered,FDM,11617,KC,B,C+,FDM,FD,202480,SO,FDM 11617,CotA,CotA,2.3,3.0,Passing MT Grade
46721,46721,Registered,FDM,11617,KC,A,A-,FDM,FM,202480,FR,FDM 11617,CotA,CotA,3.7,4.0,Passing MT Grade
46722,46722,Registered,FDM,11617,KC,C,A,FDM,FM,202480,FR,FDM 11617,CotA,CotA,4.0,2.0,Passing MT Grade
46723,46723,Registered,FDM,11617,KC,A,A,FDM,FM,202480,FR,FDM 11617,CotA,CotA,4.0,4.0,Passing MT Grade
46724,46724,Registered,FDM,11617,KC,B,B,FDM,FD,202480,SO,FDM 11617,CotA,CotA,3.0,3.0,Passing MT Grade
46726,46726,Registered,FDM,11617,KC,A,A,FDM,FM,202480,FR,FDM 11617,CotA,CotA,4.0,4.0,Passing MT Grade
46727,46727,Registered,FDM,11617,KC,A,A,FDM,FM,202480,FR,FDM 11617,CotA,CotA,4.0,4.0,Passing MT Grade
46729,46729,Registered,FDM,11617,KC,S,S,FDM,FM,202510,FR,FDM 11617,CotA,CotA,4.0,4.0,Passing MT Grade
46730,46730,Registered,FDM,11617,KC,F,D,FDM,FD,202510,SO,FDM 11617,CotA,CotA,1.0,0.0,FR/SO Intervention Needed
46731,46731,Stopped Attending - Failed,FDM,11617,KC,W,F,FDM,FD,202510,SO,FDM 11617,CotA,CotA,0.0,0.0,FR/SO Intervention Needed
46732,46732,Registered,FDM,11617,KC,A,A,FDM,FM,202510,SO,FDM 11617,CotA,CotA,4.0,4.0,Passing MT Grade
46733,46733,Registered,FDM,11617,KC,A,A,FDM,FD,202510,FR,FDM 11617,CotA,CotA,4.0,4.0,Passing MT Grade
46734,46734,Registered,FDM,11617,KC,C+,C,FDM,FM,202510,JR,FDM 11617,CotA,CotA,2.0,2.3,Passing MT Grade
46735,46735,Registered,FDM,11617,KC,C+,C-,FDM,FM,202510,SO,FDM 11617,CotA,CotA,1.7,2.3,FR/SO Intervention Needed
46736,46736,Registered,FDM,11617,KC,F,F,FDM,FM,202510,FR,FDM 11617,CotA,CotA,0.0,0.0,FR/SO Intervention Needed
46737,46737,Registered,FDM,11617,KC,A-,A,FDM,FM,202510,JR,FDM 11617,CotA,CotA,4.0,3.7,Passing MT Grade
46738,46738,Registered,FDM,11617,KC,B+,A,FDM,FD,202510,FR,FDM 11617,CotA,CotA,4.0,3.3,Passing MT Grade
46739,46739,Stopped Attending - Failed,FDM,11617,KC,W,F,FDM,FM,202510,SO,FDM 11617,CotA,CotA,0.0,0.0,FR/SO Intervention Needed
46740,46740,Registered,FDM,11617,KC,C-,D,FDM,FM,202510,JR,FDM 11617,CotA,CotA,1.0,1.7,Passing MT Grade
46741,46741,Registered,FDM,11617,KC,A,A,FDM,FM,202510,SO,FDM 11617,CotA,CotA,4.0,4.0,Passing MT Grade
46742,46742,Registered,FDM,11617,KC,A,,FDM,FD,202510,SO,FDM 11617,CotA,CotA,,4.0,No MT Grade Entered
46743,46743,Registered,FDM,11617,KC,F,F,FDM,FM,202510,SO,FDM 11617,CotA,CotA,0.0,0.0,FR/SO Intervention Needed
46744,46744,Registered,FDM,11617,KC,F,,FDM,FD,202510,SO,FDM 11617,CotA,CotA,,0.0,No MT Grade Entered
46745,46745,Stopped Attending - Failed,FDM,11617,KC,W,F,FDM,FD,202510,JR,FDM 11617,CotA,CotA,0.0,0.0,JR/SR Intervention Needed
46746,46746,Registered,FDM,11617,KC,D,B,FDM,FD,202510,FR,FDM 11617,CotA,CotA,3.0,1.0,Passing MT Grade
46747,46747,Registered,FDM,11617,KC,B+,A,FDM,FD,202510,FR,FDM 11617,CotA,CotA,4.0,3.3,Passing MT Grade
46748,46748,Registered,FDM,11617,KC,SF,SF,FDM,FD,202510,FR,FDM 11617,CotA,CotA,0.0,0.0,FR/SO Intervention Needed
46749,46749,Registered,FDM,11617,KC,A,A,FDM,FD,202510,FR,FDM 11617,CotA,CotA,4.0,4.0,Passing MT Grade
46750,46750,Registered,FDM,11617,KC,B+,B,FDM,FM,202510,FR,FDM 11617,CotA,CotA,3.0,3.3,Passing MT Grade
46751,46751,Registered,FDM,11617,KC,A,A,FDM,FM,202510,FR,FDM 11617,CotA,CotA,4.0,4.0,Passing MT Grade
46752,46752,Registered,FDM,11617,KC,B,C-,FDM,FD,202510,FR,FDM 11617,CotA,CotA,1.7,3.0,FR/SO Intervention Needed
46753,46753,Registered,FDM,11617,KC,A-,A-,FDM,FD,202510,SO,FDM 11617,CotA,CotA,3.7,3.7,Passing MT Grade
46754,46754,Registered,FDM,11617,KC,A-,B,FDM,FM,202510,FR,FDM 11617,CotA,CotA,3.0,3.7,Passing MT Grade
46755,46755,Registered,FDM,11617,KC,A,A,FDM,FM,202510,FR,FDM 11617,CotA,CotA,4.0,4.0,Passing MT Grade
46756,46756,Registered,FDM,11617,KC,A,A,FDM,FM,202510,SR,FDM 11617,CotA,CotA,4.0,4.0,Passing MT Grade
46757,46757,Registered,FDM,11617,KC,A,A,FDM,FD,202510,FR,FDM 11617,CotA,CotA,4.0,4.0,Passing MT Grade
